Type,Question,Field,Year,Value,Label
SelectAll,Which methods of fishing did you use during 2025?,A5tube,2025,1,Float tube
SelectAll,Which methods of fishing did you use during 2012?,A5wade,2012,0,Unchecked
SelectAll,Which methods of fishing did you use during 2012?,A5wade,2012,1,Wading
SelectAll,Which methods of fishing did you use during 2018?,A5wade,2018,0,Unchecked
SelectAll,Which methods of fishing did you use during 2018?,A5wade,2018,1,Wading
SelectAll,Which methods of fishing did you use during 2025?,A5wade,2025,0,Unchecked
SelectAll,Which methods of fishing did you use during 2025?,A5wade,2025,1,Wading
SelectAll,What techniques did you use during 2002?,A6arch,2002,0,Unchecked
SelectAll,What techniques did you use during 2002?,A6arch,2002,1,Archery
SelectAll,What techniques did you use during 2012?,A6arch,2012,0,Unchecked
SelectAll,What techniques did you use during 2012?,A6arch,2012,1,Archery
SelectAll,What techniques did you use during 2018?,A6arch,2018,0,Unchecked
SelectAll,What techniques did you use during 2018?,A6arch,2018,1,Archery
SelectAll,What techniques did you use during 2025?,A6arch,2025,0,Unchecked
SelectAll,What techniques did you use during 2025?,A6arch,2025,1,Archery
SelectAll,What techniques did you use during 2002?,A6fly,2002,0,Unchecked
SelectAll,What techniques did you use during 2002?,A6fly,2002,1,Fly-fishing
SelectAll,What techniques did you use during 2012?,A6fly,2012,0,Unchecked
SelectAll,What techniques did you use during 2012?,A6fly,2012,1,Fly-fishing
SelectAll,What techniques did you use during 2018?,A6fly,2018,0,Unchecked
SelectAll,What techniques did you use during 2018?,A6fly,2018,1,Fly-fishing
SelectAll,What techniques did you use during 2025?,A6fly,2025,0,Unchecked
SelectAll,What techniques did you use during 2025?,A6fly,2025,1,Fly-fishing
SelectAll,What techniques did you use during 2002?,A6othr,2002,0,Unchecked
SelectAll,What techniques did you use during 2002?,A6othr,2002,1,Other
SelectAll,What techniques did you use during 2012?,A6othr,2012,0,Unchecked
SelectAll,What techniques did you use during 2012?,A6othr,2012,1,Other
SelectAll,What techniques did you use during 2018?,A6othr,2018,0,Unchecked
SelectAll,What techniques did you use during 2018?,A6othr,2018,1,Other
SelectAll,What techniques did you use during 2025?,A6othr,2025,0,Unchecked
SelectAll,What techniques did you use during 2025?,A6othr,2025,1,Other
SelectAll,What techniques did you use during 2002?,A6rod,2002,0,Unchecked
SelectAll,What techniques did you use during 2002?,A6rod,2002,1,Rod & reel
SelectAll,What techniques did you use during 2012?,A6rod,2012,0,Unchecked
SelectAll,What techniques did you use during 2012?,A6rod,2012,1,Rod & reel
SelectAll,What techniques did you use during 2018?,A6rod,2018,0,Unchecked
SelectAll,What techniques did you use during 2018?,A6rod,2018,1,Rod & reel
SelectAll,What techniques did you use during 2025?,A6rod,2025,0,Unchecked
SelectAll,What techniques did you use during 2025?,A6rod,2025,1,Rod & reel
SelectAll,What techniques did you use during 2002?,A6set,2002,0,Unchecked
SelectAll,What techniques did you use during 2002?,A6set,2002,1,Set lines/limb lines
SelectAll,What techniques did you use during 2012?,A6set,2012,0,Unchecked
SelectAll,What techniques did you use during 2012?,A6set,2012,1,Set lines/limb lines
SelectAll,What techniques did you use during 2018?,A6set,2018,0,Unchecked
SelectAll,What techniques did you use during 2018?,A6set,2018,1,Set lines/limb lines
SelectAll,What techniques did you use during 2025?,A6set,2025,0,Unchecked
SelectAll,What techniques did you use during 2025?,A6set,2025,1,Set lines/limb lines
SelectAll,What techniques did you use during 2002?,A6snag,2002,0,Unchecked
SelectAll,What techniques did you use during 2002?,A6snag,2002,1,Snagging
SelectAll,What techniques did you use during 2012?,A6snag,2012,0,Unchecked
SelectAll,What techniques did you use during 2012?,A6snag,2012,1,Snagging
SelectAll,What techniques did you use during 2018?,A6snag,2018,0,Unchecked
SelectAll,What techniques did you use during 2018?,A6snag,2018,1,Snagging
SelectAll,What techniques did you use during 2025?,A6snag,2025,0,Unchecked
SelectAll,What techniques did you use during 2025?,A6snag,2025,1,Snagging
SelectAll,What techniques did you use during 2025?,A6spr,2025,0,Unchecked
SelectAll,What techniques did you use during 2025?,A6spr,2025,1,Surface spear
SelectAll,What techniques did you use during 2012?,A6spr,2012,0,Unchecked
SelectAll,What techniques did you use during 2012?,A6spr,2012,1,Surface spear
SelectAll,What techniques did you use during 2018?,A6spr,2018,0,Unchecked
SelectAll,What techniques did you use during 2018?,A6spr,2018,1,Surface spear
SelectAll,What techniques did you use during 2002?,A6uw,2002,0,Unchecked
SelectAll,What techniques did you use during 2002?,A6uw,2002,1,Underwater spear
SelectAll,What techniques did you use during 2012?,A6uw,2012,0,Unchecked
SelectAll,What techniques did you use during 2012?,A6uw,2012,1,Underwater spear
SelectAll,What techniques did you use during 2018?,A6uw,2018,0,Unchecked
SelectAll,What techniques did you use during 2018?,A6uw,2018,1,Underwater spear
SelectAll,What techniques did you use during 2025?,A6uw,2025,0,Unchecked
SelectAll,What techniques did you use during 2025?,A6uw,2025,1,Underwater spear
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2002,1,10 or less miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2002,2,11 to 20 miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2002,3,21 to 40 miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2002,4,41 to 60 miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2002,5,61 to 100 miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2002,6,101 to 250 miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2002,7,251 to 500 miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2002,8,Over 500 miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2002,999,No Answer
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2012,1,10 or less miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2012,2,11 to 20 miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2012,3,21 to 40 miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2012,4,41 to 60 miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2012,5,61 to 100 miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2012,6,101 to 250 miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2012,7,251 to 500 miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2012,8,Over 500 miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2012,999,No Answer
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2018,1,10 or less miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2018,2,11 to 20 miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2018,3,21 to 40 miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2018,4,41 to 60 miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2018,5,61 to 100 miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2018,6,101 to 250 miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2018,7,251 to 500 miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2018,8,Over 500 miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2018,999,No Answer
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2025,1,10 or fewer miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2025,2,11 to 20 miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2025,3,21 to 40 miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2025,4,41 to 60 miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2025,5,61 to 100 miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2025,6,101 to 250 miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2025,7,251 to 500 miles
SelectOne,About how far is the one-way distance from your residence to your favorite Nebraska water body?,A7,2025,8,Over 500 miles
SelectOne,About how far is the one-way distance from your residence to your most visited Nebraska water body?,A8,2002,1,10 or less miles
SelectOne,About how far is the one-way distance from your residence to your most visited Nebraska water body?,A8,2002,2,11 to 20 miles
SelectOne,About how far is the one-way distance from your residence to your most visited Nebraska water body?,A8,2002,3,21 to 40 miles
SelectOne,About how far is the one-way distance from your residence to your most visited Nebraska water body?,A8,2002,4,41 to 60 miles
SelectOne,About how far is the one-way distance from your residence to your most visited Nebraska water body?,A8,2002,5,61 to 100 miles
SelectOne,About how far is the one-way distance from your residence to your most visited Nebraska water body?,A8,2002,6,101 to 250 miles
SelectOne,About how far is the one-way distance from your residence to your most visited Nebraska water body?,A8,2002,7,251 to 500 miles
SelectOne,About how far is the one-way distance from your residence to your most visited Nebraska water body?,A8,2002,8,Over 500 miles
SelectOne,About how far is the one-way distance from your residence to your most visited Nebraska water body?,A8,2002,999,No Answer
SelectOne,About how far is the one-way distance from your residence to your most visited Nebraska water body?,A8,2012,1,10 or less miles
SelectOne,About how far is the one-way distance from your residence to your most visited Nebraska water body?,A8,2012,2,11 to 20 miles
SelectOne,About how far is the one-way distance from your residence to your most visited Nebraska water body?,A8,2012,3,21 to 40 miles
SelectOne,About how far is the one-way distance from your residence to your most visited Nebraska water body?,A8,2012,4,41 to 60 miles
SelectOne,About how far is the one-way distance from your residence to your most visited Nebraska water body?,A8,2012,5,61 to 100 miles
SelectOne,About how far is the one-way distance from your residence to your most visited Nebraska water body?,A8,2012,6,101 to 250 miles
SelectOne,About how far is the one-way distance from your residence to your most visited Nebraska water body?,A8,2012,7,251 to 500 miles
SelectOne,About how far is the one-way distance from your residence to your most visited Nebraska water body?,A8,2012,8,Over 500 miles
SelectOne,About how far is the one-way distance from your residence to your most visited Nebraska water body?,A8,2012,999,No Answer
SelectOne,About how far is the one-way distance from your residence to your most visited Nebraska water body?,A8,2018,1,10 or less miles
SelectOne,About how far is the one-way distance from your residence to your most visited Nebraska water body?,A8,2018,2,11 to 20 miles
SelectOne,About how far is the one-way distance from your residence to your most visited Nebraska water body?,A8,2018,3,21 to 40 miles
SelectOne,About how far is the one-way distance from your residence to your most visited Nebraska water body?,A8,2018,4,41 to 60 miles
SelectOne,About how far is the one-way distance from your residence to your most visited Nebraska water body?,A8,2018,5,61 to 100 miles
SelectOne,About how far is the one-way distance from your residence to your most visited Nebraska water body?,A8,2018,6,101 to 250 miles
SelectOne,About how far is the one-way distance from your residence to your most visited Nebraska water body?,A8,2018,7,251 to 500 miles
